title,category,code,description_en,hierarchy_level,broader_concept_code,uri,broader_concept_uri,number_of_items
building and civil engineering,K,K7.3.2,"Building is the study of the science, technology and techniques of assembling, erecting and maintaining public, commercial, industrial and residential structures and their fittings. Civil engineering is the study of planning, designing, testing and directing the construction of large scale buildings and structures, including systems for transport, water supply, sewage etc.
Programmes and qualifications with the following main content are classified here:
Bricklaying
Bridge construction
Building construction
Building engineering
Building technology
Carpentry and joinery (building)
Civil engineering
Construction equipment
Constructional metalwork (building)
Dock and harbour engineering
Floor and wall tiling
Floor covering
House building
Industrial abseiling (commercial)
Masonry and tile setting
Painting and wall covering
Plastering
Plumbing and pipefitting
Road building
Water engineering and technology
Water supply and sewerage engineering
Ventilation

=== Exclusions
Installation of electricity is excluded from this detailed field and included in detailed field 0713 'Electricity and energy'. Similarly, installing and repairing of heating, air-conditioning and refrigeration equipment is excluded from this detailed field and included in detailed field 0713 'Electricity and energy'.",3,K7.3,http://data.europa.eu/esco/isced-f/0732,http://data.europa.eu/esco/isced-f/073,61
"inter-disciplinary programmes and qualifications involving engineering, manufacturing and construction",K,K7.4,,2,K7,http://data.europa.eu/esco/isced-f/078,http://data.europa.eu/esco/isced-f/07,0
"inter-disciplinary programmes and qualifications involving engineering, manufacturing and construction",K,K7.4.0,"Inter-disciplinary or broad programmes and qualifications to which the greatest intended learning time is devoted to engineering, manufacturing and construction are classified here.",3,K7.4,http://data.europa.eu/esco/isced-f/0788,http://data.europa.eu/esco/isced-f/078,0
"engineering, manufacturing and construction not elsewhere classified",K,K7.5,,2,K7,http://data.europa.eu/esco/isced-f/079,http://data.europa.eu/esco/isced-f/07,2
"engineering, manufacturing and construction not elsewhere classified",K,K7.5.0,,3,K7.5,http://data.europa.eu/esco/isced-f/0799,http://data.europa.eu/esco/isced-f/079,0
"agriculture, forestry, fisheries and veterinary",K,K8,,1,K,http://data.europa.eu/esco/isced-f/08,http://data.europa.eu/esco/skill/K,115
"agriculture, forestry, fisheries and veterinary not further defined",K,K8.0,,2,K8,http://data.europa.eu/esco/isced-f/080,http://data.europa.eu/esco/isced-f/08,0
"agriculture, forestry, fisheries and veterinary not further defined",K,K8.0.0,,3,K8.0,http://data.europa.eu/esco/isced-f/0800,http://data.europa.eu/esco/isced-f/080,0
agriculture,K,K8.1,,2,K8,http://data.europa.eu/esco/isced-f/081,http://data.europa.eu/esco/isced-f/08,59
agriculture not further defined,K,K8.1.0,,3,K8.1,http://data.europa.eu/esco/isced-f/0810,http://data.europa.eu/esco/isced-f/081,0
crop and livestock production,K,K8.1.1,"Crop and livestock production is the study of growing, maintaining and harvesting crops and pastures, and grazing and managing animals. It includes the study of managing and maintaining farms and producing unprocessed plant and animal products.
Programmes and qualifications with the following main content are classified here:
Agricultural sciences
Agronomy and crop science
Animal husbandry
Crop growing
Dog breeding
Farm and ranch management
Farming
Fruit growing
Grain growing
Horse breeding
Pig farming
Poultry husbandry
Rice farming
Rye and wheat growing
Sheep farming
Soil science
Sugar cane growing
Vegetable planting
Wine growing

=== Inclusions
Study of soil fertility and irrigation techniques are included here.
Study of growing intensively managed crops such as fruit and vegetables is included here.

=== Exclusions
Study of wine production is excluded from this detailed field and is included in detailed field 0721 'Food processing'.
Jockeying is excluded from this detailed field and is included in detailed field 1014 'Sports'",3,K8.1,http://data.europa.eu/esco/isced-f/0811,http://data.europa.eu/esco/isced-f/081,50
horticulture,K,K8.1.2,"Horticulture is the study of horticultural technology and management, floriculture, greenhouse methods, nursery management, landscape gardening etc.
Programmes and qualifications with the following main content are classified here:
Floriculture
Gardening
Green keeping
Horticultural techniques
Nursery management
Turf cultivation

=== Inclusions
The laying out and construction of urban and domestic parks and gardens is included here.
Gardening programmes combining floriculture and growing vegetables are included here.

=== Exclusions
Study of growing edible crops (such as wheat, rice, fruit, vegetables etc,) is excluded from this detailed field and included in detailed field 0811 'Crop and livestock production'.
Study of soil science, soil fertility and irrigation techniques is excluded from this detailed field and included in detailed field 0811 'Crop and livestock production'.
Study of National park management is excluded from this detailed field and included in detailed field 0522 'Natural environments and wildlife'.
Study of Landscape architecture is excluded from this detailed field and included in detailed field 0731 'Architecture and town planning'.",3,K8.1,http://data.europa.eu/esco/isced-f/0812,http://data.europa.eu/esco/isced-f/081,9
agriculture not elsewhere classified,K,K8.1.3,,3,K8.1,http://data.europa.eu/esco/isced-f/0819,http://data.europa.eu/esco/isced-f/081,0
forestry,K,K8.2,,2,K8,http://data.europa.eu/esco/isced-f/082,http://data.europa.eu/esco/isced-f/08,6
forestry,K,K8.2.0,"Forestry is the study of establishing, cultivating, harvesting and managing forests. It includes the study of hunting and trapping.
Programmes and qualifications with the following main content are classified here:
Charcoal burning
Forest keeping
Forest product techniques
Forestry
Hunting and trapping
Logging
Tree felling

=== Exclusions
Study of National park management is excluded from this detailed field and included in detailed field 0522 'Natural environments and wildlife'.
Timber technology (sawmill production etc) is excluded from this detailed field and included in detailed field 0722 'Materials (glass, paper, plastic and wood)'.",3,K8.2,http://data.europa.eu/esco/isced-f/0821,http://data.europa.eu/esco/isced-f/082,6
fisheries,K,K8.3,,2,K8,http://data.europa.eu/esco/isced-f/083,http://data.europa.eu/esco/isced-f/08,30
fisheries,K,K8.3.0,"Fisheries is the study of breeding, rearing and harvesting fish and other seafood.
Programmes and qualifications with the following main content are classified here:
Aquaculture
Fish breeding
Fish farms
Fishery science and technology
Pearl cultivating
Seafood farming
Shellfish breeding

=== Inclusions
Programmes for operating fishing boats are included here.

=== Exclusions
Study of industrial processing of fish is excluded from this detailed field and included in detailed field 0721 'Food processing'.",3,K8.3,http://data.europa.eu/esco/isced-f/0831,http://data.europa.eu/esco/isced-f/083,30
veterinary,K,K8.4,,2,K8,http://data.europa.eu/esco/isced-f/084,http://data.europa.eu/esco/isced-f/08,20
veterinary,K,K8.4.0,"Veterinary is the study of preventing, diagnosing and treating diseases and injuries in animals, and their general care. The study of caring for sick, injured and infirm animals undergoing treatment in veterinary clinics is included. It also includes the study of providing assistance to veterinary scientists.
Programmes and qualifications with the following main content are classified here:
Animal health care
Animal reproduction (science)
Artificial insemination (of animals)
Veterinary assisting
Veterinary medicine
Veterinary nursing
Veterinary science

=== Inclusions
The science of animal reproduction is included here.

=== Exclusions
Study of animal breeding is excluded from this detailed field and included in detailed field 0811 'Crop and livestock production'.",3,K8.4,http://data.europa.eu/esco/isced-f/0841,http://data.europa.eu/esco/isced-f/084,20
